Sample_number,Species,Sex,Age,Date_of_sample_collection,"2,2',3,4,4',5,5'-Heptachlorobiphenyl (PCB #180)","2,2',3,4,4',5'-Hexachlorobiphenyl (PCB #138)","2,2',4,4',5,5'-Hexachlorobiphenyl (PCB #153)","2,2',4,5,5'-Pentachlorobiphenyl (PCB #101)",Acenaphthene,Avobenzone,BHC-beta,Caffeine,"DDE-p,p'",DEHA (Di(2-ethylhexyl) adipate),DINCH (Diisononyl hexahydrophthalate),DPHP (Bis(2-propylheptyl) phthalate),EHS (2-Ethylhexyl salicylate),Epoxiconazole,Fluopyram,Fluorene,Galaxolide,OC (Octocrylene),Oxybenzone,Phenanthrene,Tetraconazole,Triphenyl phosphate,UV 328,Uvinul A Plus,Park,(-)-Cotinine,17α-Ethinylestradiol,Cypermethrin,Diphenylamine,Estrone,Fipronil,Fludioxonil,TDCPP,Tebuconazole,Tonalid,Picolinafen,Triclosan,"1,3-Dinitrobenzene","2,2',4,4'-tetrabromodiphenyl ether (BDE-47)","2,2',5,5'-Tetrachlorobiphenyl (PCB #52)",Boscalid,"2,4,4'-Trichlorobiphenyl (PCB #28)",Dieldrin,Atrazine,Propiconazole,Terbuthylazine,Terbuthylazine-desethyl,oxy-Chlordane,Clopidogrel,Diazepam,Fenpropidin,Heptachlor,Myclobutanil,trans-Chlordane,"2,2',4,4',5-pentabromodiphenyl ether (BDE-99)",Azoxystrobin,Codeine,Fipronil sulfone,Lenacil,Benzophenone-1,Difenoconazole,Dimethomorph,Season
A54,C. elaphus,Female,Adult,2024-12-02,NA,<1,<2,NA,<4,NA,NA,<2,<1,<20,NA,16.195541632851199,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Bay_Wald,NA,NA,NA,<10,<2,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A55,C. elaphus,Male,Subadult,2025-01-04,NA,<1,<2,NA,<4,NA,NA,17.933032482654799,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Bay_Wald,8.4051364451162591,NA,NA,<10,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A59,C. elaphus,Male,Adult,2024-10-16,NA,<1,<2,NA,<4,NA,NA,<2,NA,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Bay_Wald,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A62,C. elaphus,Male,Adult,2024-11-13,<1,1.93913779805137,2.4083923915173702,NA,4.99297124899645,<10,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,3.4421620942939302,<10,<1,<10,NA,<1,NA,<10,Bay_Wald,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53257298894356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A63,C. elaphus,Male,Adult,2024-11-19,NA,<1,<2,NA,<4,NA,NA,3.8479745286192402,<1,<20,NA,<10,<4,<1,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Bay_Wald,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A64,C. elaphus,Male,Subadult,2024-10-22,NA,1.2580432501019501,<2,NA,6.3868750441727,NA,NA,3.3062872827227801,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Bay_Wald,NA,NA,NA,<10,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02718441344343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A65,C. elaphus,Female,Adult,2024-11-24,NA,<1,<2,NA,<4,NA,NA,2.4833224777618801,<1,29.692275485471299,NA,<10,10.7659679101919,NA,NA,<4,<2,<10,<1,14.752875326999,NA,<1,NA,<10,Bay_Wald,NA,NA,NA,<10,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A67,C. elaphus,Male,Adult,2024-10-31,NA,<1,<2,NA,7.1479627637066603,<10,NA,2.8849183298217098,<1,<20,5.8938036915871201,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,2.45952115997969,NA,<10,Bay_Wald,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A68,C. elaphus,Male,Subadult,2024-10-13,NA,<1,<2,NA,<4,NA,NA,14.9860259943448,<1,<20,NA,<10,<4,<1,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Bay_Wald,7.7725573713818097,NA,NA,<10,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,<1,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A72,C. elaphus,Female,Adult,2024-12-29,NA,<1,<2,NA,<4,NA,NA,3.2819590949973101,<1,<20,6.5806020307844202,<10,<4,<1,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Bay_Wald,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A73,C. elaphus,Male,Adult,2024-10-27,<1,2.2789887147490799,3.3224234140883202,NA,<4,NA,NA,4.8494949320399501,<1,<20,<4,<10,6.9292942577118604,NA,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Bay_Wald,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A76,C. elaphus,Female,Adult,2024-12-19,NA,<1,<2,NA,20.039124134084499,NA,NA,<2,<1,<20,<4,<10,<4,<1,NA,<4,<2,<10,<1,<10,<1,1.45521598250881,NA,<10,Bay_Wald,NA,NA,NA,<10,<2,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A77,C. elaphus,Male,Fawn,2024-11-25,NA,<1,<2,NA,4.8262992562333604,NA,<1,3.8528820590402599,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Bay_Wald,4.22669757805635,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A80,C. elaphus,Male,Fawn,2025-01-27,NA,1.22736795188998,<2,NA,<4,NA,NA,2.15231559368168,<1,<20,NA,<10,7.5802753495989297,NA,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Bay_Wald,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A83,C. elaphus,Male,Adult,2025-01-14,NA,1.15782108115671,<2,NA,<4,NA,NA,2.4676233308545301,<1,21.009912568838001,NA,<10,12.0908602799521,NA,NA,<4,<2,<10,<1,10.3299052849273,<1,<1,NA,<10,Bay_Wald,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A85,C. elaphus,Female,Adult,2024-11-25,NA,<1,<2,NA,5.9802120297428703,<10,NA,6.95554507324045,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Bay_Wald,11.4854013531136,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A89,C. elaphus,Male,Fawn,2024-12-19,NA,<1,<2,NA,16.082166538324898,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Bay_Wald,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A91,C. elaphus,Male,Adult,2024-09-27,<1,2.7079279496837998,2.4877036473583001,NA,8.56630332051229,<10,NA,3.6579710750235499,<1,44.326514235001802,NA,<10,<4,NA,NA,<4,<2,<10,<1,12.7894252440939,NA,<1,NA,<10,Bay_Wald,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A92,C. elaphus,Male,Adult,2024-12-18,NA,<1,<2,NA,4.8167721674251096,<10,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Bay_Wald,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A94,C. elaphus,Male,Fawn,2024-12-19,NA,<1,<2,NA,<4,NA,<1,<2,<1,<20,9.5448184190859209,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,NA,NA,<10,Bay_Wald,NA,NA,NA,<10,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A95,C. elaphus,Male,Adult,2024-12-18,NA,1.3456089036925301,<2,NA,12.1251546097859,NA,NA,<2,<1,<20,NA,<10,<4,<1,NA,<4,<2,<10,<1,<10,1.2368343039948799,<1,NA,<10,Bay_Wald,NA,NA,NA,<10,NA,NA,<1,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A96,C. elaphus,Male,Adult,2024-12-13,NA,<1,<2,NA,9.2132820971474807,NA,<1,<2,<1,<20,NA,<10,<4,<1,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Bay_Wald,NA,NA,NA,<10,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
A99,C. elaphus,Female,Fawn,2024-12-19,NA,<1,<2,NA,<4,<10,NA,2.5051040285651802,<1,20.031731758023898,NA,<10,9.7859982369279095,NA,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Bay_Wald,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
C87,C. elaphus,Female,Fawn,2024-10-02,<1,1.58781303922678,2.97,NA,<4,NA,NA,<2,<1,<20,16.445724711989499,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Hainich,NA,NA,NA,NA,NA,NA,<1,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
C91,D. dama,Male,Fawn,2024-09-18,<1,1.6299536048550001,2.2101000000000002,NA,<4,NA,<1,<2,<1,<20,7.7478672128013901,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,<4,<10,Hainich,NA,NA,NA,<10,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
C94,C. elaphus,Male,Fawn,2024-09-25,NA,<1,<2,NA,<4,<10,NA,<2,<1,<20,13.2258086511959,<10,<4,NA,NA,<4,<2,<10,17.783275346603901,<10,NA,<1,NA,<10,Hainich,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
C96,D. dama,Female,Adult,2024-09-18,NA,<1,<2,NA,<4,NA,NA,<2,<1,<20,12.2289498253276,<10,<4,NA,NA,<4,<2,<10,10.492112811393399,<10,NA,<1,<4,<10,Hainich,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
C100,D. dama,Female,Fawn,2024-09-25,NA,<1,<2,NA,<4,NA,<1,<2,<1,29.223384338285499,4.1997902009149204,<10,<4,NA,NA,<4,<2,12.85,<1,<10,NA,<1,<4,<10,Hainich,NA,1.8,NA,<10,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D01,C. elaphus,Female,Subadult,2024-08-22,NA,1.01056796828937,<2,NA,<4,<10,<1,7.6786467218164098,<1,<20,NA,<10,6.4666866768878899,NA,NA,<4,<2,<10,<1,11.709971834045099,<1,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D02,C. elaphus,Female,Adult,2024-08-13,NA,<1,<2,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,10.6185482345119,<1,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D03,C. elaphus,Male,Fawn,2024-08-19,<1,3.63017129902684,4.3108120839193997,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D04,C. elaphus,Female,Fawn,2024-08-14,<1,2.5451116537496898,3.2579019229243098,NA,<4,<10,NA,4.86862233132294,<1,<20,<4,<10,7.1176484843594103,NA,NA,<4,<2,<10,<1,15.602400403796199,NA,<1,<4,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D05,C. elaphus,Female,Adult,2024-08-14,NA,<1,<2,NA,<4,NA,<1,4.7673513328755099,<1,<20,6.8299625065092604,<10,<4,NA,NA,<4,<2,<10,<1,13.8664972278366,<1,<1,<4,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D06,C. elaphus,Male,Fawn,2024-08-22,<1,2.39029358392485,3.43008774481698,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,10.767844396431499,<1,<1,<4,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D07,C. elaphus,Female,Adult,2024-08-08,NA,<1,<2,NA,<4,NA,<1,<2,<1,<20,39.390734534177597,<10,<4,NA,NA,<4,<2,<10,<1,10.073213344380401,<1,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D08,C. elaphus,Male,Subadult,2024-08-14,<1,1.57577423808802,<2,NA,<4,NA,<1,3.0699503359358502,<1,<20,10.621398604259101,<10,<4,NA,NA,<4,<2,<10,<1,13.894497530373901,<1,<1,<4,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D09,C. elaphus,Female,Fawn,2024-08-23,<1,3.2642567170369499,4.7719651294467198,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D10,C. elaphus,Female,Fawn,2024-08-13,<1,3.18210042138575,4.4615732119247404,NA,<4,<10,<1,3.0658217089647501,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,10.732985951428899,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D11,C. elaphus,Male,Subadult,2023-11-17,<1,2.1503795726533999,2.4733142241529902,NA,<4,<10,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,<4,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,<1,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
D13,C. elaphus,Female,Subadult,2023-11-17,<1,2.2785630186063202,3.1182082437410701,NA,<4,NA,<1,<2,<1,39.185834726964003,NA,<10,6.61081315807614,NA,NA,<4,<2,<10,<1,13.1292857171752,NA,<1,<4,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,2.5422965292715198,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
D14,C. elaphus,Male,Subadult,2023-12-08,<1,<1,<2,NA,<4,<10,<1,<2,<1,<20,<4,<10,4.84698852935355,NA,NA,<4,<2,<10,<1,12.1295095095678,<1,<1,<4,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
D18,C. elaphus,Male,Subadult,2023-11-17,<1,1.73879097354245,<2,NA,<4,<10,<1,<2,<1,<20,5.8694998821574202,<10,<4,NA,NA,<4,<2,<10,<1,11.1848153651998,<1,<1,<4,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,<1,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
D19,C. elaphus,Male,Subadult,2023-11-17,<1,2.5111695074892801,3.0086240359977299,NA,<4,NA,<1,2.3327963631125601,<1,<20,4.1244814951503299,<10,4.7730966478478303,NA,<1,<4,<2,<10,<1,12.0299542104369,<1,<1,<4,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,<1,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5467912403136101,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
D20,C. elaphus,Female,Adult,2023-11-25,NA,<1,<2,NA,<4,<10,<1,<2,<1,45.184345847706197,<4,<10,7.1431225773043598,NA,NA,<4,<2,<10,<1,12.050094411492701,<1,<1,<4,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0622281589713101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
D21,C. elaphus,Male,Adult,2024-12-05,<1,1.89984678956964,2.5791506913109599,NA,<4,<10,<1,<2,<1,<20,NA,<10,5.4743240683455099,NA,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D22,C. elaphus,Male,Adult,2024-12-12,<1,1.6155607416770299,2.4400223319600398,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,14.1795642546652,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D24,C. elaphus,Male,Adult,2024-12-05,<1,3.38581682163362,4.3307433997731399,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D25,C. elaphus,Male,Subadult,2024-12-12,<1,1.4317721262287899,<2,NA,<4,NA,<1,<2,<1,22.2674612731563,NA,<10,5.9058814306194503,NA,NA,<4,<2,<10,<1,13.1364230308413,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23712706089673,NA,NA,NA,NA,<2,NA,NA,<4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D27,C. elaphus,Female,Fawn,2024-11-21,<1,3.0683319750237801,4.8490415892303398,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D28,C. elaphus,Female,Fawn,2024-12-05,<1,2.4987063658711599,3.1670965887157099,NA,<4,NA,<1,<2,<1,60.375545208799799,NA,<10,7.12087951263267,NA,NA,<4,<2,<10,<1,12.4589628665787,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5973469471786901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D29,C. elaphus,Male,Fawn,2024-12-05,<1,2.5807606812541,3.91028188304456,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,16.462155500911098,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D41,C. elaphus,Female,Fawn,2024-08-03,<1,2.46619622252233,3.1801584230741899,NA,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D42,C. elaphus,Female,Subadult,2024-08-03,<1,1.9333973761074601,2.66287855601289,NA,<4,NA,NA,<2,<1,<20,NA,<10,4.6925942675370198,NA,NA,<4,<2,38.115004272042697,<1,12.5537957525676,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,<4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D43,C. elaphus,Female,Fawn,2024-08-11,<1,2.7241355204520299,4.1827604201417499,NA,<4,NA,<1,2.6715289297034599,<1,<20,NA,<10,6.6786781137187097,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D45,C. elaphus,Female,Fawn,2024-08-04,<1,1.5358141610287901,2.3919397644573901,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
